filiphorky@mastodonczech.cz,true,false,
medvidekpu@mastodon.social,true,false,
petrkou@mastodonczech.cz,true,false,
jakubzelenka@mastodonczech.cz,true,false,
maestrosill@mastodonczech.cz,true,false,
jie@mastodonczech.cz,true,false,
davidslizek@mastodonczech.cz,true,false,
marcel_kolaja@mastodon.pirati.cz,true,false,
rozanek@mastodonczech.cz,true,false,
kayla_eilhart@witter.cz,true,false,
bohumilvostal@mastodonczech.cz,true,false,
fuxoft@kompost.cz,true,false,
filiptitlbach@mastodonczech.cz,true,false,
nolog@witter.cz,true,false,
boninska@cztwitter.cz,true,false,
zandl@mastodon.pirati.cz,true,false,
evapavlikova@mastodon.social,true,false,
archos@mastodon.arch-linux.cz,true,false,
adent@masto.den1.cz,true,false,
fabia_man@cztwitter.cz,true,false,
chmee2@mas.to,true,false,
xchaos@f.cz,true,false,
bohdandlouhy@mastodonczech.cz,true,false,
petra_bohemica@mastodon.social,true,false,
jvetvicka@witter.cz,true,false,
byczech@witter.cz,true,false,
trnk_c@witter.cz,true,false,
tomasfriedl@mastodonczech.cz,true,false,
michal@hlidacstatu.social,true,false,
sumavanet@mastodonczech.cz,true,false,
otakar_brabec@cztwitter.cz,true,false,
archlinux@mastodon.arch-linux.cz,true,false,
hajma@cztwitter.cz,true,false,
knizni_kocka@cztwitter.cz,true,false,
porucikpihrt@cztwitter.cz,true,false,
piskvor@cztwitter.cz,true,false,
zbiejczuk@mastodonczech.cz,true,false,
tombarys@mastodon.social,true,false,
vaclavnovy7@mstdn.social,true,false,
danielsnor@mastodon.social,true,false,
kobradomaci@mastodon.social,true,false,
jackc@kompost.cz,true,false,
pepikhipik@mastodon.world,true,false,
honzakorinek@cztwitter.cz,true,false,
pokeonetwo@mstdn.party,true,false,
blataak@mastodonczech.cz,true,false,
unreed@mastodonczech.cz,true,false,
ilusie@mastodon.arch-linux.cz,true,false,
prrejpal@cztwitter.cz,true,false,
sobeltomas@mastodon.social,true,false,
baadvo@mastodonczech.cz,true,false,
divkavmodrem@cztwitter.cz,true,false,
michal@spondr.cz,true,false,
s_kavou_v_ruce@cztwitter.cz,true,false,
rezzabuh@mastodon.social,true,false,
stenice@mastodon.social,true,false,
damianvcechov@cztwitter.cz,true,false,
chorozonx@cztwitter.cz,true,false,
radim_dolezal@cztwitter.cz,true,false,
tweetko@mas.to,true,false,
ottovonwenkoff@mastodonczech.cz,true,false,
infoek@mastodon.arch-linux.cz,true,false,
xmirek@mastodonczech.cz,true,false,
piratzbrna@mastodonczech.cz,true,false,
margo@mastodon.arch-linux.cz,true,false,
jankajanicka0@cztwitter.cz,true,false,
medidekpu@cztwitter.cz,true,false,
cernejpudinkcz@mastodonczech.cz,true,false,
pavel@mastodon.arch-linux.cz,true,false,
zechy@mastodonczech.cz,true,false,
blenderkit@mastodon.art,true,false,
lynxbaal@ohai.social,true,false,
medvjed@witter.cz,true,false,
zoul@boskovice.social,true,false,
stepanrysavy@mastodonczech.cz,true,false,
electriccz@mastodonczech.cz,true,false,
medojedka@cztwitter.cz,true,false,
satai@mathstodon.xyz,true,false,
enkocz@zpravobot.news,true,false,
tichy_koutek@mastodonczech.cz,true,false,
opalkovah@cztwitter.cz,true,false,
andrej@mastodon.pirati.cz,true,false,
mysikralovna@mastodonczech.cz,true,false,
lenislavka@mastodonczech.cz,true,false,
janculik@mastodon.arch-linux.cz,true,false,
petersoukup@mastodon.social,true,false,
pavelungr@mastodonczech.cz,true,false,
lepapierblanc@mastodonczech.cz,true,false,
lady_catlion@cztwitter.cz,true,false,
dan@ajtaci.club,true,false,
xcabal05@witter.cz,true,false,
kukadlo@cztwitter.cz,true,false,
michaelaj@mastodon.social,true,false,
koniash@cztwitter.cz,true,false,
erdela@mastodonczech.cz,true,false,
anlexcz@witter.cz,true,false,
r0man@mastodonczech.cz,true,false,
sandruska93@mas.to,true,false,
openalt@mastodon.social,true,false,
mcepl@floss.social,true,false,
politiq@mastodon.arch-linux.cz,true,false,
backorka@cztwitter.cz,true,false,
kolektiv115@witter.cz,true,false,
ralfeek@cztwitter.cz,true,false,
david_melden@cztwitter.cz,true,false,
katerinagloserova@mastodonczech.cz,true,false,
bycx@mastodonczech.cz,true,false,
pavlas@mastodon.social,true,false,
pirati_sck@mastodon.pirati.cz,true,false,
milosb@cztwitter.cz,true,false,
smoon@masto.ai,true,false,
janpetrus@cztwitter.cz,true,false,
fenri69@cztwitter.cz,true,false,
razemix@cztwitter.cz,true,false,
lacertacz@mastodonczech.cz,true,false,
babaq@mastodonczech.cz,true,false,
jachym@mastodonczech.cz,true,false,
